Chr	Start	End	ID	normal-58-ch17	normal-X5-ch17	normal-X7-ch17	normal-X2-ch17	normal-X5l-ch17
17	618874	618974	 VPS53	1.13212486451394	1.10255402899986	1.28937091748194	1.26911492790988	1.22102029214457
17	618974	619054	 VPS53	1.06654352578681	0.933024426274251	0.987350736200636	0.951104855650295	1.05704052056581
17	3765450	3765550	 CAMKK1	1.02150383011201	1.16386803359656	1.33293080582107	1.26919181438621	1.23778862876705
17	3765550	3765630	 CAMKK1	1.22475326251721	1.36463654409019	1.07947332626642	1.28925960930658	1.32812733531179
17	3769131	3769231	 CAMKK1	1.2934823552655	1.38229014896338	1.22901522476414	1.29905016044101	1.14664665098
17	3769231	3769331	 CAMKK1	1.26793203422753	1.46572373777166	1.29969541586588	1.34735811537181	1.23244185891232
17	3769331	3769371	 CAMKK1	0.989581835421222	1.12326798591368	1.24748652339978	1.09893437587115	1.31922209118691
17	3772724	3772824	 CAMKK1	1.30696747782357	1.34814033862034	1.23702722763729	1.48392740213637	1.32359916124353
17	3772824	3772924	 CAMKK1	1.2584173987392	1.25472817899313	1.42116936295031	1.60563692570214	1.2582271009207
17	3772924	3772964	 CAMKK1	0.580482932298514	0.709314001343169	0.748890052670694	0.695119736134662	0.677538976092056
17	3773048	3773148	 CAMKK1	0.895407847387114	1.11159135710481	1.16942943678862	0.956872366282712	0.835434936727501
17	3773148	3773228	 CAMKK1	0.662538539653957	0.784953235021794	0.98910850703829	0.916530854762523	0.749562477211209
17	3775794	3775894	 CAMKK1	0.763658923900592	0.665523444258476	0.557687138391222	0.660799686423969	0.623211413416514
17	3775894	3775974	 CAMKK1	0.453069851601527	0.546112153640521	0.5613990214963	0.633661887168524	0.596559604570585
17	3776639	3776739	 CAMKK1	2.05269886324261	2.25910198163914	2.1577435512724	2.38218884304147	2.06466114935633
17	3776739	3776819	 CAMKK1	1.69361825480286	1.98671835203263	1.77952897379968	1.78481431552484	1.68837623935308
17	3779496	3779596	 CAMKK1	1.97224653737644	1.84537530431526	2.17413975398518	2.29000870615688	1.98824685048623
17	3779596	3779696	 CAMKK1	2.50335299065668	2.0425569507019	2.16260794607328	2.54618856448249	2.39704288155002
17	3779696	3779736	 CAMKK1	1.1113767396009	1.0548502244772	1.1275361745734	1.21281159757707	1.46876348656166
17	3783593	3783693	 CAMKK1	1.11489762323447	1.15866974602173	1.21710464927383	1.31658656095886	1.03366799684867
17	3783693	3783773	 CAMKK1	0.658030022566347	0.762673869736238	0.667323365175459	0.67590601297764	0.641582970954743
17	3784841	3784941	 CAMKK1	0.639436097606269	0.605181959541639	0.594684991306371	0.813972843791104	0.767323310699659
17	3784941	3785021	 CAMKK1	0.932244118705761	0.737422832650296	0.775065504556248	1.0010689058102	0.915692840411484
17	3785487	3785587	 CAMKK1	0.953658282156847	0.860521678304433	0.990751423568364	0.763856569344305	0.994998931964395
17	3785587	3785687	 CAMKK1	1.18358508562595	1.09351670089068	1.14943919000494	0.936727684886158	1.00680620580123
17	3785687	3785727	 CAMKK1	0.799219830038634	0.816804605904488	0.722865387494306	0.6645433614378	0.684883795048797
17	3785749	3785849	 CAMKK1	0.341032585391339	0.316556717299323	0.229527540505134	0.292195379823114	0.355860086121295
17	3785849	3785929	 CAMKK1	0.135195384221155	0.104542799172585	0.097746061394015	0.0790744061348674	0.19536335673865
17	3786282	3786382	 CAMKK1	0.703379707371323	0.83794425167631	0.803346391766828	0.57395521036667	0.700599544552063
17	3786382	3786482	 CAMKK1	1.33795036822771	1.65222251793077	1.67866000934125	1.5135539735492	1.82251691452244
17	3786482	3786522	 CAMKK1	0.807929006445421	0.761976117340416	0.929478563985369	1.07244539272223	0.94635807222659
17	3786658	3786758	 CAMKK1	1.50277128690357	1.55004244868208	1.78114688194953	1.65062507401893	1.27862728101432
17	3786758	3786838	 CAMKK1	1.56162510728563	1.52776020764874	1.66645395934752	1.6445695268515	1.268474909181
17	3787114	3787214	 CAMKK1	1.91468107007072	1.56253330391098	1.91363233761972	1.79824176961322	1.4657009167426
17	3787214	3787294	 CAMKK1	1.87492262019531	1.60095708948136	1.78577630665668	1.90440850066285	1.76647016292285
17	3787607	3787707	 CAMKK1	1.17229951228257	1.23829539414288	1.09547235241057	1.29400811064444	1.02309774759951
17	3787707	3787787	 CAMKK1	0.946367689549741	1.10350732459999	1.03331550616196	1.18611609202297	0.920998681766181
17	3788582	3788682	 CAMKK1	0.891918098588714	0.871988571747766	0.709977712075328	0.787237325109844	0.746537997725946
17	3788682	3788782	 CAMKK1	1.01834951929751	0.9893879643606	1.13318799298572	1.03176216431385	0.840668131415927
17	3788782	3788882	 CAMKK1	1.55507489639775	1.65667478653569	1.47635085087437	1.50709906396556	1.67753718385236
17	3788882	3788982	 CAMKK1	1.63387244875519	1.71798918514198	1.66875461711406	1.68765490928686	1.67859612823467
17	3788982	3789062	 CAMKK1	0.95251029519928	0.968422756132325	1.05958322141997	1.05062677243514	1.21039858215383
