17	618874	618974	VPS53	55	100	55.0
17	618974	619054	VPS53	34	80	42.5
17	3765450	3765550	CAMKK1	70	100	70.0
17	3765550	3765630	CAMKK1	44	80	55.0
17	3769131	3769231	CAMKK1	61	100	61.0
17	3769231	3769331	CAMKK1	59	100	59.0
17	3769331	3769371	CAMKK1	28	40	70.0
17	3772724	3772824	CAMKK1	62	100	62.0
17	3772824	3772924	CAMKK1	66	100	66.0
17	3772924	3772964	CAMKK1	25	40	62.5
17	3773048	3773148	CAMKK1	55	100	55.0
17	3773148	3773228	CAMKK1	49	80	61.25
17	3775794	3775894	CAMKK1	60	100	60.0
17	3775894	3775974	CAMKK1	47	80	58.75
17	3776639	3776739	CAMKK1	64	100	64.0
17	3776739	3776819	CAMKK1	47	80	58.75
17	3779496	3779596	CAMKK1	65	100	65.0
17	3779596	3779696	CAMKK1	59	100	59.0
17	3779696	3779736	CAMKK1	23	40	57.5
17	3783593	3783693	CAMKK1	67	100	67.0
17	3783693	3783773	CAMKK1	47	80	58.75
17	3784841	3784941	CAMKK1	58	100	58.0
17	3784941	3785021	CAMKK1	43	80	53.75
17	3785487	3785587	CAMKK1	59	100	59.0
17	3785587	3785687	CAMKK1	55	100	55.0
17	3785687	3785727	CAMKK1	21	40	52.5
17	3785749	3785849	CAMKK1	58	100	58.0
17	3785849	3785929	CAMKK1	53	80	66.25
17	3786282	3786382	CAMKK1	58	100	58.0
17	3786382	3786482	CAMKK1	68	100	68.0
17	3786482	3786522	CAMKK1	24	40	60.0
17	3786658	3786758	CAMKK1	51	100	51.0
17	3786758	3786838	CAMKK1	41	80	51.25
17	3787114	3787214	CAMKK1	60	100	60.0
17	3787214	3787294	CAMKK1	51	80	63.75
17	3787607	3787707	CAMKK1	58	100	58.0
17	3787707	3787787	CAMKK1	53	80	66.25
17	3788582	3788682	CAMKK1	67	100	67.0
17	3788682	3788782	CAMKK1	65	100	65.0
17	3788782	3788882	CAMKK1	64	100	64.0
17	3788882	3788982	CAMKK1	61	100	61.0
17	3788982	3789062	CAMKK1	43	80	53.75
17	3793915	3794015	CAMKK1	61	100	61.0
17	3794015	3794095	CAMKK1	43	80	53.75
17	7569482	7569582	TP53	47	100	47.0
17	7569582	7569662	TP53	27	80	33.75
17	7572877	7572977	TP53	52	100	52.0
17	7572977	7573057	TP53	41	80	51.25
17	7573859	7573959	TP53	62	100	62.0
17	7573959	7574059	TP53	60	100	60.0
17	7574059	7574099	TP53	13	40	32.5
17	7576470	7576570	TP53	34	100	34.0
17	7576570	7576670	TP53	33	100	33.0
17	7576670	7576730	TP53	23	60	38.3333333333
17	7576799	7576899	TP53	44	100	44.0
17	7576899	7576999	TP53	52	100	52.0
17	7576999	7577099	TP53	60	100	60.0
17	7577099	7577199	TP53	49	100	49.0
17	7577199	7577206	TP53	4	7	57.1428571429
17	7577433	7577533	TP53	62	100	62.0
17	7577533	7577633	TP53	52	100	52.0
17	7577633	7577673	TP53	28	40	70.0
17	7578112	7578212	TP53	61	100	61.0
17	7578212	7578312	TP53	46	100	46.0
17	7578312	7578412	TP53	67	100	67.0
17	7578412	7578512	TP53	65	100	65.0
17	7578512	7578582	TP53	36	70	51.4285714286
17	7579300	7579400	TP53	57	100	57.0
17	7579400	7579500	TP53	71	100	71.0
17	7579500	7579600	TP53	51	100	51.0
17	7579620	7579720	TP53	65	100	65.0
17	7579720	7579820	TP53	59	100	59.0
17	7579820	7579920	TP53	53	100	53.0
17	7579920	7579965	TP53	27	45	60.0
17	7826368	7826468	KCNAB3	64	100	64.0
17	7826468	7826548	KCNAB3	53	80	66.25
17	7826727	7826827	KCNAB3	64	100	64.0
17	7826827	7826907	KCNAB3	46	80	57.5
17	7826968	7827068	KCNAB3	63	100	63.0
17	7827068	7827168	KCNAB3	51	100	51.0
17	7827168	7827208	KCNAB3	24	40	60.0
17	7827242	7827342	KCNAB3	55	100	55.0
17	7827342	7827442	KCNAB3	51	100	51.0
17	7827442	7827542	KCNAB3	54	100	54.0
17	7827542	7827642	KCNAB3	52	100	52.0
17	7827685	7827785	KCNAB3	62	100	62.0
17	7827785	7827865	KCNAB3	41	80	51.25
17	7828367	7828467	KCNAB3	49	100	49.0
17	7828467	7828547	KCNAB3	47	80	58.75
17	7828932	7829032	KCNAB3	51	100	51.0
17	7829032	7829112	KCNAB3	41	80	51.25
17	7829180	7829280	KCNAB3;RP11-1099M24.7	51	100	51.0
17	7829280	7829380	KCNAB3;RP11-1099M24.7	46	100	46.0
17	7829380	7829480	KCNAB3;RP11-1099M24.7	46	100	46.0
17	7829480	7829488	KCNAB3;RP11-1099M24.7	6	8	75.0
17	7830611	7830711	KCNAB3;RP11-1099M24.7	52	100	52.0
17	7830711	7830791	KCNAB3;RP11-1099M24.7	39	80	48.75
17	7830903	7831003	KCNAB3;RP11-1099M24.7	46	100	46.0
17	7831003	7831103	KCNAB3;RP11-1099M24.7	52	100	52.0
17	7831103	7831203	KCNAB3;RP11-1099M24.7	52	100	52.0
17	7831203	7831212	KCNAB3;RP11-1099M24.7	8	9	88.8888888889
17	7831556	7831656	KCNAB3;RP11-1099M24.7	55	100	55.0
17	7831656	7831736	KCNAB3;RP11-1099M24.7	43	80	53.75
17	7832420	7832520	KCNAB3;RP11-1099M24.7	60	100	60.0
17	7832520	7832620	KCNAB3;RP11-1099M24.7	75	100	75.0
17	7832620	7832720	KCNAB3;RP11-1099M24.7	77	100	77.0
17	7832720	7832780	KCNAB3;RP11-1099M24.7	41	60	68.3333333333
17	8044371	8044471	PER1	55	100	55.0
17	8044471	8044571	PER1	70	100	70.0
17	8044571	8044671	PER1	59	100	59.0
17	8045077	8045177	PER1	56	100	56.0
17	8045177	8045277	PER1	64	100	64.0
17	8045277	8045317	PER1	24	40	60.0
17	8045561	8045661	PER1	58	100	58.0
17	8045661	8045761	PER1	61	100	61.0
